F1,F3,F4,F5,F8,F9,F10,F11,F12,F13,EXPOSURE,CLAIMNO
F,14,10,2,M2,S0,M1,L2,B,1,0.51,0
P,14,6,2,M2,S2,M1,L2,D,0,1.90,0
F,1,10,2,H1,S3,M1,L2,D,0,1.00,0
F,1,2,2,H2,S2,M3,L1,D,5,2.69,0
F,3,2,2,H2,S5,M3,L2,D,4,0.40,0
F,5,4,2,M2,S1,M2,L3,D,2,3.16,0
F,12,20,2,M2,S1,M1,L2,B,0,1.98,0
P,1,4,2,H2,S1,M3,L2,D,2,1.21,0
F,2,20,2,M2,S2,M1,L4,D,0,2.00,1
F,10,8,2,M1,S2,M1,L3,B,0,3.88,1
P,7,10,2,M1,S2,M1,L2,B,0,2.00,0
F,14,0,2,M2,S3,M2,L2,B,3,0.61,0
P,4,2,2,M1,S1,M1,L1,B,2,1.00,0
F,14,0,2,M1,S1,M1,L1,D,1,3.00,0
F,5,8,2,M2,S2,M2,L1,D,1,3.00,0
F,8,4,2,H2,S2,M3,L3,B,1,0.72,0
F,14,0,2,M1,S0,M2,L1,B,0,2.81,0
P,5,2,2,M1,S1,M1,L2,B,1,1.00,1
F,12,8,2,M2,S0,M1,L2,B,1,0.99,0
F,11,14,2,C,S2,M0,L2,D,0,5.77,1
P,14,10,2,M1,S1,M0,L1,B,0,0.40,0
F,1,6,2,C,S1,M0,L2,D,0,1.00,0
P,12,14,3,C,S5,M0,L1,D,0,1.00,0
F,14,2,2,H1,S0,M3,L2,D,2,0.28,0
F,10,8,3,H1,S2,M2,L1,D,0,1.00,0
F,6,2,2,H2,S3,M3,L2,D,3,1.00,0
F,14,10,3,M2,S3,M1,L1,D,0,0.41,0
F,1,10,2,H1,S2,M3,L2,B,2,1.00,0
F,6,2,2,M2,S3,M1,L2,B,1,1.00,0
F,4,20,2,M1,S2,M1,L3,B,0,2.82,0
P,14,10,2,H1,S1,M3,L1,B,0,0.24,0
F,13,4,2,M2,S0,M2,L2,D,2,1.00,0
F,9,0,2,M2,S2,M2,L2,B,0,1.00,0
F,11,0,2,M2,S2,M2,L1,E,2,1.00,0
F,11,0,2,M2,S3,M2,L1,E,0,1.00,0
P,1,4,3,M1,S5,M1,L2,B,0,1.00,0
F,12,0,2,H1,S0,M3,L2,D,1,2.00,0
F,3,0,2,M2,S1,M3,L2,D,3,1.00,0
F,8,0,3,M1,S5,M1,L2,D,0,1.00,0
P,5,2,2,H2,S5,M3,L2,D,1,1.00,0
F,1,20,3,C,S2,M0,L1,B,0,2.00,0
F,13,14,2,H1,S2,M3,L2,B,0,0.90,0
P,2,4,2,M1,S1,M1,L3,D,0,1.00,0
F,15,2,2,M1,S2,M1,L3,D,0,1.00,0
F,1,4,2,H1,S1,M1,L2,D,3,1.00,0
P,1,0,2,M1,S2,M2,L1,D,3,1.00,0
P,3,2,3,M2,S5,M2,L2,D,1,1.00,0
F,8,4,2,H1,S1,M1,L3,E,0,0.08,0
F,9,4,2,H1,S3,M3,L2,B,0,0.13,0
F,1,10,2,H2,S5,M3,L1,D,0,1.00,0
F,3,14,1,M1,S2,M2,L1,B,0,1.00,0
F,6,20,2,M1,S2,M1,L4,B,0,1.00,0
F,6,10,2,M2,S3,M2,L1,D,1,1.00,0
F,12,14,1,M1,S2,M1,L1,B,0,1.00,1
P,7,0,2,M2,S5,M3,L2,D,1,1.00,1
F,4,6,2,H1,S3,M2,L3,D,1,0.38,0
F,5,2,3,M2,S2,M2,L1,D,0,1.00,0
F,4,14,2,M2,S1,M2,L3,D,1,0.21,0
F,4,0,3,M1,S1,M1,L1,D,0,1.00,0
F,1,4,1,H2,S2,M3,L1,B,1,0.79,0
F,12,2,2,H1,S2,M3,L1,D,1,1.00,0
P,10,0,2,M1,S1,M1,L1,B,2,2.00,0
F,1,10,3,M1,S3,M1,L4,B,0,1.00,0
F,13,0,2,H1,S0,M2,L1,D,1,1.00,1
P,7,0,2,M1,S2,M1,L2,B,0,2.00,0
P,13,0,3,M2,S5,M2,L1,D,3,0.28,0
F,10,8,2,M1,S1,M0,L4,D,0,0.15,0
F,4,4,2,M2,S1,M1,L3,D,3,1.00,0
F,12,10,2,H1,S3,M3,L2,D,0,1.00,0
F,13,0,2,M1,S2,M1,L3,B,1,1.00,0
F,14,8,2,M1,S0,M1,L3,B,0,0.61,0
P,2,6,2,M1,S3,M1,L2,D,0,1.00,0
F,8,6,2,M2,S2,M2,L3,D,2,0.29,0
F,1,0,2,M2,S3,M2,L2,E,3,1.00,0
P,11,0,2,M1,S1,M2,L2,B,1,0.16,0
F,14,14,2,M1,S1,M1,L2,D,0,514.78,27
F,4,10,2,M1,S2,M1,L2,D,0,350.73,14
F,2,0,2,M1,S1,M1,L2,B,0,61.91,2
F,4,4,2,H1,S2,M2,L2,E,0,1.00,0
P,7,6,2,M1,S5,M2,L1,D,0,1.00,0
F,1,14,2,M1,S2,M2,L3,D,1,1.00,0
F,2,6,2,M1,S1,M1,L2,B,0,243.67,9
F,10,4,2,M1,S2,M1,L2,D,0,46.95,2
F,1,6,2,H1,S1,M3,L2,D,0,65.29,1
F,1,0,2,M1,S1,M2,L1,B,0,98.50,0
P,1,0,2,H1,S5,M3,L2,D,2,6.14,0
F,14,14,2,M2,S2,M2,L2,D,0,63.75,3
F,2,14,2,H1,S2,M2,L2,D,0,22.71,2
F,3,8,2,M1,S1,M1,L1,B,0,128.60,3
F,4,6,2,M1,S3,M1,L2,D,0,40.26,3
F,1,10,2,M1,S3,M2,L2,D,0,160.01,8
F,14,20,2,M1,S2,M1,L1,B,0,53.74,1
F,1,8,2,M1,S5,M1,L1,B,0,5.20,0
F,9,4,2,M1,S1,M1,L4,B,0,2.25,0
F,4,0,2,M1,S2,M2,L1,B,0,26.83,0
P,11,0,2,M1,S5,M1,L1,D,0,4.79,0
F,1,10,2,H1,S2,M2,L1,D,1,50.43,2
F,1,6,3,M2,S3,M1,L1,D,0,7.00,0
P,1,6,2,M2,S2,M1,L2,D,1,3.49,1
F,6,8,2,C,S2,M1,L2,B,0,13.53,1
F,9,2,2,M2,S1,M2,L2,D,0,16.66,0
F,3,2,2,M2,S2,M2,L3,D,2,7.11,0
F,1,6,2,M2,S1,M2,L2,B,1,6.26,0
P,2,2,2,M1,S5,M1,L1,B,0,2.00,0
F,12,14,2,H2,S1,M3,L2,B,0,1.00,0
F,11,0,2,M2,S2,M1,L1,D,1,3.00,0
F,14,2,2,M1,S2,M1,L3,D,0,9.15,0
F,5,14,2,C,S2,M1,L4,B,0,2.86,0
P,12,2,2,M2,S5,M1,L4,D,0,1.00,0
F,12,14,2,M1,S2,M2,L2,D,0,4.39,1
F,4,6,2,M1,S1,M1,L3,D,0,32.94,1
F,11,8,2,M2,S1,M3,L2,B,0,2.18,0
F,4,0,2,M1,S2,M1,L2,D,0,25.86,0
P,14,4,2,M1,S5,M1,L2,D,0,12.99,1
P,3,2,2,M1,S2,M1,L1,B,0,7.00,2
F,3,8,3,H1,S2,M3,L2,D,0,3.00,0
P,9,2,2,M1,S5,M1,L2,D,0,3.20,0
F,1,2,2,C,S1,M1,L2,B,0,17.97,0
F,5,6,2,H1,S1,M2,L3,D,0,8.55,0
F,4,14,2,C,S1,M1,L2,D,0,5.56,0
F,1,2,2,M2,S3,M2,L4,D,1,2.11,0
F,10,4,2,M1,S3,M1,L2,D,0,9.26,0
F,14,14,2,C,S0,M0,L2,D,0,2.22,1
F,9,10,2,M2,S0,M3,L1,B,0,1.00,0
F,14,4,2,M1,S3,M1,L3,D,1,1.00,0
F,2,14,2,M1,S1,M1,L3,B,0,13.00,0
F,1,2,2,M1,S1,M0,L1,B,0,3.56,0
F,9,10,2,C,S2,M1,L1,B,0,27.40,1
F,12,20,2,M1,S3,M1,L1,B,0,9.32,0
F,9,14,2,M1,S2,M0,L3,B,0,1.00,0
F,3,2,2,M1,S2,M2,L2,D,0,12.63,0
F,2,14,2,M1,S3,M2,L2,D,0,3.25,1
F,12,14,2,M2,S2,M1,L2,D,1,1.00,0
F,3,10,2,H1,S1,M3,L1,B,0,5.78,0
P,10,4,2,M2,S1,M2,L2,D,0,3.00,0
F,1,20,2,M1,S3,M1,L3,B,0,13.22,0
F,1,20,2,C,S1,M0,L2,D,0,13.53,0
F,9,8,2,M2,S2,M2,L1,D,0,14.89,1
P,14,8,3,M2,S0,M1,L2,D,0,1.00,0
P,6,2,2,M1,S2,M2,L1,B,0,1.36,0
P,9,0,2,H2,S5,M3,L3,D,4,1.00,0
F,8,20,2,M1,S3,M0,L1,D,0,6.00,0
F,9,14,3,M1,S1,M1,L4,D,0,2.00,0
P,3,4,2,M1,S1,M1,L1,D,0,1.00,0
F,11,4,2,M1,S1,M0,L3,D,0,4.52,1
F,6,4,2,M1,S3,M2,L3,D,0,1.00,0
F,6,20,2,M1,S2,M0,L1,E,0,1.00,0
P,9,0,2,M1,S5,M1,L1,D,0,2.00,0
P,3,2,2,H1,S5,M2,L2,D,3,1.00,0
P,1,2,2,M1,S1,M2,L2,D,0,7.49,0
F,11,4,2,C,S3,M1,L1,B,0,2.00,0
F,4,6,2,H2,S1,M3,L2,D,2,2.33,0
F,3,6,2,H1,S1,M3,L3,D,0,2.59,0
F,11,14,2,M1,S2,M2,L3,D,0,0.30,0
F,6,6,2,M2,S2,M1,L2,D,1,4.00,1
F,2,0,3,M2,S2,M2,L2,D,2,1.36,0
F,1,2,2,M2,S3,M2,L1,E,4,1.00,0
F,8,0,2,H1,S2,M3,L2,D,2,1.00,0
F,3,10,2,H1,S1,M2,L2,B,0,2.95,0
F,9,0,2,M2,S2,M1,L1,D,0,3.74,0
F,14,14,2,M2,S3,M1,L4,D,0,0.84,0
P,14,2,2,H1,S5,M3,L2,D,4,0.31,0
P,1,4,2,M2,S3,M1,L2,D,1,1.00,0
F,2,20,2,C,S3,M3,L1,B,0,3.00,0
F,3,4,2,H2,S2,M3,L3,D,3,1.00,0
F,10,14,2,C,S5,M0,L1,D,0,1.00,0
F,8,2,2,M2,S1,M1,L2,D,3,2.00,0
F,9,20,2,C,S5,M0,L1,B,0,0.30,0
F,10,10,2,C,S3,M0,L1,D,0,1.00,0
F,14,10,2,M2,S2,M2,L2,B,1,1.92,0
P,14,0,1,M1,S5,M1,L1,B,0,1.00,0
F,13,0,2,M1,S1,M2,L1,D,0,5.00,0
F,3,10,2,M1,S1,M1,L1,B,1,2.00,0
F,14,2,2,H1,S1,M2,L2,D,4,1.48,0
F,11,2,2,M1,S2,M1,L2,B,4,2.00,1
F,9,10,2,H2,S1,M3,L2,E,0,1.00,0
P,10,6,2,M2,S1,M1,L2,D,1,0.22,0
F,4,2,2,M1,S5,M1,L1,D,0,1.00,0
P,14,20,2,M1,S5,M2,L2,B,0,2.00,0
F,1,4,2,H1,S2,M2,L1,E,2,1.00,0
F,4,2,3,H2,S1,M3,L1,D,3,1.00,0
F,7,4,2,M1,S2,M1,L4,D,0,1.86,0
F,5,2,2,H2,S2,M2,L2,D,3,1.00,0
F,3,0,3,M2,S2,M2,L1,D,0,1.00,0
P,1,8,3,H1,S5,M2,L2,D,0,5.00,0
F,12,10,2,M2,S1,M2,L1,D,1,1.00,0
F,10,4,2,M2,S2,M2,L2,D,3,1.22,0
F,8,8,2,H1,S3,M2,L1,D,0,1.00,0
F,12,14,2,M2,S1,M2,L1,D,1,1.00,0
F,10,2,2,M2,S3,M2,L3,D,3,0.80,0
F,15,4,2,M1,S1,M1,L3,D,0,2.43,1
F,14,2,2,C,S1,M1,L2,D,0,0.19,0
F,4,4,2,M1,S1,M0,L3,D,0,0.84,0
F,6,14,2,M1,S2,M0,L4,D,0,0.35,0
F,14,10,3,M2,S0,M2,L2,B,1,1.69,0
P,10,2,2,M1,S3,M0,L1,B,0,1.00,0
F,12,2,2,M1,S3,M1,L3,D,0,1.00,0
F,2,0,2,M1,S2,M2,L3,D,0,1.00,0
F,7,10,2,H2,S2,M3,L3,D,0,1.00,0
P,1,0,2,H1,S5,M3,L3,D,1,1.00,0
F,12,20,3,M1,S3,M2,L2,B,0,0.34,0
F,6,20,2,M1,S1,M1,L3,D,0,1.00,0
F,4,4,3,M1,S1,M1,L2,B,0,1.00,0
F,2,0,2,M1,S5,M1,L1,D,2,1.62,0
P,1,14,2,M1,S3,M1,L1,B,0,3.00,0
F,2,2,2,M2,S5,M3,L2,D,3,1.00,0
F,1,0,2,M2,S2,M2,L4,D,1,2.00,0
F,14,0,2,H1,S5,M3,L1,B,1,0.16,0
F,5,4,2,H1,S1,M2,L3,E,0,1.00,0
P,12,2,2,M2,S1,M2,L2,D,4,1.00,0
F,4,2,2,M1,S5,M1,L2,B,0,1.00,0
F,3,0,2,M2,S3,M2,L3,D,2,1.00,0
F,11,6,2,H2,S2,M2,L3,D,1,1.00,0
F,3,20,2,C,S1,M2,L4,B,0,1.00,0
P,1,2,2,H2,S2,M3,L2,B,1,1.00,0
P,5,0,2,M1,S1,M1,L1,B,3,1.00,0
P,1,6,2,M2,S1,M2,L3,D,0,1.93,0
P,2,8,2,M1,S5,M2,L2,D,0,1.00,0
F,11,20,1,H1,S3,M3,L2,B,0,1.00,0
F,4,6,2,H1,S2,M3,L1,B,0,1.00,0
F,7,0,2,M2,S1,M3,L3,D,1,1.00,0
F,10,2,2,M2,S0,M2,L3,D,4,0.59,0
F,15,20,2,M1,S0,M0,L1,B,0,0.51,0
F,7,6,2,M1,S5,M1,L2,B,0,2.80,1
F,1,2,2,H2,S3,M3,L1,D,4,1.00,0
P,14,0,2,M1,S2,M1,L2,D,0,0.20,0
F,4,0,2,H2,S2,M3,L4,D,3,1.00,0
P,9,4,2,M1,S1,M1,L1,B,0,2.00,0
F,1,6,2,M2,S3,M2,L1,B,2,1.00,0
F,14,8,2,M2,S1,M2,L2,B,1,0.34,0
P,2,4,2,M2,S2,M1,L3,D,0,1.00,0
F,1,0,2,M2,S2,M1,L4,B,1,1.00,0
F,9,6,2,H2,S1,M3,L2,B,2,0.52,0
F,6,4,2,M1,S1,M2,L2,B,1,1.98,0
F,3,4,3,M2,S2,M3,L3,B,0,1.00,0
F,12,10,2,H1,S2,M3,L1,D,0,0.91,0
P,3,0,2,M1,S5,M2,L2,B,0,1.00,0
P,8,10,3,M2,S5,M1,L1,D,0,0.23,0
F,1,4,2,H1,S5,M1,L2,D,1,1.00,0
P,4,10,2,M2,S1,M2,L1,B,0,0.88,0
F,2,6,2,H2,S1,M3,L1,D,4,1.00,0
P,13,10,2,M1,S5,M0,L2,D,0,1.00,0
F,14,10,2,C,S3,M0,L2,D,0,0.51,0
F,3,2,3,M2,S5,M2,L2,D,4,1.00,0
P,3,2,3,M2,S5,M1,L3,D,0,1.00,0
F,5,2,3,M2,S2,M1,L2,D,0,0.89,0
F,4,14,3,M1,S2,M0,L2,D,0,1.00,0
P,9,14,2,M2,S5,M2,L1,B,1,1.00,1
P,2,0,2,M2,S1,M3,L1,D,0,0.46,0
P,4,0,2,M2,S5,M1,L2,D,2,1.00,0
F,11,20,3,M1,S0,M0,L2,D,0,1.00,0
F,5,0,3,M2,S1,M2,L2,B,1,1.00,0
F,1,14,2,M1,S2,M0,L2,D,0,911.98,20
F,4,10,2,M1,S2,M1,L1,B,0,348.35,7
F,2,10,2,M1,S2,M1,L2,D,0,599.78,21
F,6,0,2,M1,S1,M1,L2,B,1,13.34,0
F,1,4,2,M2,S2,M2,L2,D,1,184.85,4
F,11,8,2,M1,S1,M1,L1,D,0,47.94,0
F,7,6,2,M2,S1,M2,L2,D,1,8.86,0
F,14,6,2,M2,S2,M1,L2,D,1,2.01,0
F,4,8,3,M2,S2,M2,L2,B,0,4.00,0
F,3,10,2,C,S3,M0,L2,B,0,21.36,1
F,11,20,2,C,S3,M1,L1,D,0,5.50,0
F,1,8,2,M2,S1,M2,L3,D,0,104.37,0
F,3,0,2,M1,S3,M1,L1,B,0,117.63,3
F,2,0,2,M2,S2,M2,L2,D,2,20.93,1
F,7,10,2,H1,S1,M2,L2,D,0,19.88,1
F,12,20,2,M1,S0,M1,L2,B,0,25.67,3
F,12,2,2,H1,S3,M3,L2,D,2,1.00,0
F,6,2,3,M2,S2,M1,L2,D,1,1.00,0
P,11,8,2,M1,S5,M1,L2,D,0,6.70,1
F,4,8,2,M1,S1,M2,L1,B,0,6.00,1
F,1,6,2,M1,S3,M1,L3,B,0,24.54,0
P,4,2,2,H1,S5,M3,L1,D,0,1.00,0
F,5,0,2,M1,S2,M1,L2,B,0,47.04,3
F,3,4,2,M1,S2,M2,L1,B,0,8.16,0
F,1,2,2,M2,S1,M2,L1,D,3,7.11,0
F,6,10,2,M1,S1,M0,L1,D,0,17.39,0
F,12,8,2,M1,S3,M1,L2,D,0,4.00,0
F,12,4,2,M1,S2,M1,L1,B,0,8.98,0
F,1,10,2,H1,S1,M2,L2,D,2,6.00,1
P,1,2,2,M2,S1,M1,L2,D,2,2.00,0
F,11,8,2,M1,S1,M2,L2,B,0,21.65,2
F,9,14,2,M1,S2,M0,L1,B,0,17.44,2
F,3,6,2,H2,S1,M3,L2,D,0,10.29,1
F,14,0,3,H1,S5,M2,L1,D,2,0.11,0
P,14,4,3,M2,S5,M1,L3,D,0,0.19,0
F,6,2,2,C,S2,M0,L2,B,1,1.00,0
F,2,6,3,M1,S2,M1,L2,B,0,3.00,0
F,8,4,2,H1,S1,M2,L3,D,0,6.55,1
P,14,6,2,M2,S1,M1,L1,D,0,1.32,0
F,6,10,2,M1,S2,M2,L2,D,1,0.64,1
F,1,6,2,H1,S2,M2,L1,B,0,1.00,0
F,13,4,2,C,S2,M1,L2,B,0,1.00,0
P,5,2,2,M1,S5,M2,L2,B,0,2.00,0
F,9,10,2,M2,S1,M2,L1,D,1,3.00,0
F,5,4,2,M2,S2,M1,L1,B,1,4.00,0
F,10,8,2,M1,S1,M0,L2,B,0,5.00,0
F,14,10,2,H2,S3,M3,L2,D,0,0.45,0
F,1,6,2,C,S2,M1,L1,E,0,1.00,0
F,7,2,2,M1,S2,M1,L3,D,1,2.00,0
F,1,4,2,H2,S3,M3,L3,E,0,1.00,0
F,12,14,2,M2,S0,M3,L2,D,0,1.58,1
F,2,10,2,M1,S3,M2,L1,B,0,21.57,0
F,2,2,2,M1,S3,M1,L2,D,2,0.60,0
F,1,4,2,H1,S1,M2,L4,D,1,1.83,0
F,13,10,2,M1,S0,M2,L2,D,0,3.29,0
F,9,2,2,M1,S2,M1,L1,B,2,1.00,0
F,11,4,2,M1,S0,M0,L1,B,1,1.47,0
F,5,10,2,M1,S1,M1,L2,B,1,3.58,0
F,4,4,3,M2,S2,M2,L2,D,0,5.90,0
F,12,10,3,M2,S2,M1,L2,D,0,3.00,0
F,12,0,2,M2,S1,M2,L2,D,2,1.00,0
F,9,8,2,M1,S0,M1,L1,B,0,9.71,1
F,6,2,2,M2,S1,M3,L3,D,0,1.00,0
F,10,0,2,M1,S3,M1,L2,D,0,3.00,0
P,4,2,2,M2,S2,M2,L2,D,0,3.00,0
F,11,8,2,H1,S1,M2,L3,D,0,0.89,1
F,8,0,2,H1,S2,M2,L1,D,2,0.08,0
P,8,0,2,M2,S5,M2,L1,D,0,2.00,0
F,1,2,3,M2,S1,M1,L2,D,1,1.00,0
F,10,10,2,M2,S3,M1,L1,D,0,2.00,0
F,5,0,2,M1,S2,M1,L2,D,1,4.53,0
P,1,2,2,M2,S3,M1,L1,D,0,1.00,0
F,4,2,2,H2,S1,M3,L3,D,1,2.00,0
F,8,6,3,H1,S1,M3,L3,D,0,1.00,0
F,14,0,2,H2,S2,M3,L2,D,5,1.00,0
F,14,0,2,H2,S1,M3,L3,D,3,1.00,1
F,6,0,2,M1,S1,M1,L4,D,0,1.00,0
P,8,8,2,M1,S1,M1,L2,B,0,1.45,0
F,15,2,2,M2,S3,M1,L1,D,1,1.00,0
F,9,0,2,M2,S2,M1,L2,B,3,1.00,0
P,4,0,2,H1,S5,M3,L1,D,3,3.00,0
F,12,20,2,C,S1,M3,L1,B,0,7.07,0
F,1,8,2,M2,S2,M1,L2,B,1,3.34,1
F,1,2,2,M1,S3,M1,L1,D,2,6.56,0
F,7,20,3,M2,S2,M1,L1,D,0,1.00,0
F,13,0,2,C,S1,M1,L1,B,0,1.92,0
F,6,10,2,H2,S2,M3,L1,D,0,2.00,0
F,14,2,2,H1,S1,M1,L1,D,1,1.00,0
F,4,4,2,H1,S2,M3,L1,D,0,2.00,0
F,14,0,2,M1,S1,M0,L1,B,0,1.00,0
F,1,0,3,M2,S1,M2,L2,D,3,1.78,0
F,1,6,2,H2,S1,M3,L1,B,2,1.00,0
F,4,0,2,M1,S2,M1,L1,E,0,2.00,0
P,4,2,2,H1,S5,M3,L2,D,2,1.00,0
F,2,8,2,M1,S1,M2,L4,B,0,2.00,0
F,4,0,2,M1,S1,M1,L1,B,3,6.00,0
F,14,10,2,M2,S5,M1,L1,B,0,1.00,2
P,11,6,2,H1,S0,M2,L2,D,0,1.00,0
F,14,2,2,M2,S0,M1,L3,D,1,0.45,0
F,5,10,2,H2,S3,M3,L2,B,0,1.91,0
F,14,2,2,M1,S1,M1,L4,D,0,0.17,0
P,1,2,2,M1,S1,M1,L1,B,2,1.00,0
P,13,2,2,H2,S5,M3,L2,D,1,1.25,0
F,9,14,2,M2,S1,M3,L1,B,0,0.90,0
F,3,2,2,M1,S1,M2,L4,D,0,1.00,0
F,12,10,2,M2,S3,M1,L2,D,0,2.00,0
F,10,2,2,M1,S0,M1,L2,B,2,3.00,0
P,1,8,2,M2,S2,M1,L2,D,1,2.00,0
P,12,2,3,M2,S5,M3,L2,D,1,1.00,0
F,3,20,2,M1,S1,M1,L4,B,0,2.78,0
F,2,2,3,M1,S3,M1,L2,D,0,1.00,0
P,1,0,2,M2,S2,M1,L3,D,4,1.00,0
F,14,6,2,C,S2,M0,L1,B,0,1.38,0
P,1,4,2,M2,S1,M2,L2,D,3,2.00,0
F,6,10,2,M2,S2,M2,L2,B,1,1.00,0
F,1,8,2,M2,S3,M3,L1,B,0,7.00,0
F,10,10,2,H2,S2,M3,L2,B,1,1.00,0
F,1,0,3,H1,S1,M2,L1,D,1,2.00,0
F,4,8,2,H1,S1,M3,L2,B,0,1.82,0
F,9,8,2,M2,S2,M2,L1,D,1,1.00,0
F,10,0,2,M2,S1,M1,L2,E,3,1.00,0
F,13,6,3,M2,S2,M2,L2,D,0,1.19,0
F,10,4,2,M2,S0,M1,L1,D,1,1.00,0
P,1,14,2,M2,S5,M2,L3,D,0,0.41,0
F,11,6,2,H2,S1,M3,L3,D,0,1.94,0
F,12,14,2,M1,S1,M1,L1,B,1,0.73,0
P,10,0,2,M2,S1,M2,L2,D,4,0.57,0
P,14,2,2,M2,S1,M1,L3,D,1,2.24,0
P,14,2,2,M1,S2,M1,L2,D,2,0.37,0
P,1,10,2,M1,S5,M2,L2,D,1,0.60,0
P,6,2,2,M2,S1,M2,L1,D,1,0.11,0
F,10,4,2,M1,S2,M1,L2,D,1,1.00,0
P,14,6,2,M2,S5,M3,L2,D,0,0.89,0
F,7,4,2,M1,S2,M2,L1,D,0,1.00,0
F,4,4,2,H2,S1,M2,L3,D,4,3.00,0
F,3,0,2,M2,S2,M1,L1,D,4,1.84,0
P,1,4,2,M2,S5,M3,L3,B,0,1.00,0
F,7,14,2,M1,S2,M2,L2,B,1,1.00,0
P,14,0,2,M2,S1,M2,L1,D,1,1.00,0
P,14,20,2,C,S3,M0,L1,B,0,1.00,0
F,1,2,2,C,S2,M0,L1,B,1,1.00,0
F,8,8,2,M2,S3,M2,L2,D,1,1.00,0
F,7,0,2,M2,S1,M2,L1,B,0,2.00,0
F,2,4,2,M2,S3,M2,L2,B,3,1.00,0
F,6,10,1,M2,S2,M2,L1,D,0,1.00,0
F,1,8,2,M2,S2,M2,L1,D,3,1.00,0
F,1,0,2,H2,S2,M3,L1,E,2,1.00,0
F,14,20,2,H1,S1,M3,L1,B,0,0.21,0
P,1,2,2,M2,S1,M2,L1,D,4,1.00,0
F,15,6,2,M1,S5,M1,L2,D,0,1.00,0
F,4,10,2,M2,S2,M1,L2,B,1,0.43,0
F,4,2,2,M1,S2,M2,L1,D,0,1.00,0
F,9,8,2,M2,S5,M2,L3,D,0,1.00,0
F,9,20,2,C,S2,M3,L1,B,0,2.00,0
F,8,4,2,M2,S2,M1,L1,B,1,1.00,0
F,11,6,2,H2,S1,M3,L2,D,1,1.00,0
F,1,14,2,M1,S3,M0,L1,D,0,571.96,16
F,14,20,2,M1,S2,M0,L1,B,0,10.37,0
F,3,10,2,M2,S2,M1,L2,D,0,89.26,3
F,11,20,2,C,S2,M1,L2,D,0,7.04,0
F,7,14,2,C,S1,M1,L1,B,0,67.20,2
F,2,14,2,C,S1,M1,L2,B,0,61.70,0
F,1,0,2,M1,S3,M1,L1,B,1,409.07,9
F,2,8,3,M1,S2,M1,L2,B,0,6.97,0
F,14,20,2,C,S2,M1,L4,B,0,3.00,0
F,8,2,2,M1,S2,M1,L2,B,1,12.11,0
F,4,2,2,M1,S3,M1,L2,B,0,69.16,0
F,14,14,1,M1,S1,M0,L1,B,0,7.70,1
F,12,20,2,M2,S3,M2,L2,B,0,0.73,0
F,11,0,2,M1,S2,M1,L1,B,2,15.50,1
F,4,6,3,M1,S1,M1,L2,B,0,1.45,0
F,10,6,2,M1,S1,M1,L2,D,0,151.72,7
F,10,6,2,M1,S1,M1,L3,B,0,4.00,0
F,9,8,2,M1,S1,M2,L2,B,0,12.34,1
F,14,20,2,M2,S0,M1,L2,D,0,3.45,0
F,10,2,2,M2,S1,M2,L2,D,0,11.34,0
F,3,6,2,H1,S3,M2,L2,D,0,10.96,0
F,1,8,2,M2,S2,M2,L4,D,0,28.83,0
F,4,10,2,C,S3,M1,L1,B,0,75.31,2
F,1,0,2,M2,S2,M1,L1,D,4,19.46,0
P,1,0,2,M1,S1,M1,L1,D,2,2.00,0
P,12,6,2,M1,S1,M1,L3,D,0,1.00,0
F,4,6,2,M2,S1,M2,L1,D,1,4.70,0
F,1,10,2,M2,S1,M2,L1,D,1,24.45,0
F,6,2,2,M2,S2,M1,L3,D,4,1.00,0
F,14,20,2,M1,S0,M0,L2,B,0,4.41,0
F,13,0,2,M1,S5,M2,L1,D,0,1.00,0
P,9,8,2,M2,S5,M2,L3,D,0,1.40,0
F,10,14,2,M1,S3,M2,L2,B,0,3.09,0
F,11,2,2,H2,S3,M3,L2,D,1,2.08,0
F,8,14,2,H1,S1,M1,L4,D,0,0.90,0
F,10,10,2,M2,S0,M2,L2,B,0,2.53,0
F,5,4,2,M2,S2,M2,L4,D,0,3.00,1
F,10,10,2,M1,S5,M2,L1,D,0,1.00,0
P,9,8,2,C,S1,M0,L2,B,0,1.00,0
F,5,0,2,H1,S3,M2,L1,D,3,2.00,0
F,6,0,2,M2,S2,M2,L1,D,1,3.00,0
F,5,4,2,H1,S1,M2,L3,D,1,3.60,0
F,4,4,2,M1,S5,M1,L2,D,0,4.76,0
P,12,14,2,M2,S5,M2,L1,B,1,1.00,0
F,1,0,2,H2,S1,M3,L3,D,1,4.00,2
P,2,8,3,M1,S5,M2,L2,D,0,1.00,0
F,14,10,2,H2,S0,M3,L2,B,0,0.61,0
F,2,14,2,M1,S1,M0,L2,B,0,24.15,2
F,8,10,2,M2,S2,M1,L1,D,0,7.66,0
F,3,14,2,C,S3,M0,L2,D,0,2.00,0
F,12,10,2,C,S2,M2,L2,D,0,1.00,1
P,8,6,2,M1,S5,M1,L2,B,1,0.84,0
F,4,2,2,M1,S2,M1,L2,B,2,10.45,0
F,1,10,3,M1,S1,M1,L1,B,0,9.00,0
F,10,2,2,M2,S0,M2,L1,D,0,1.00,0
F,11,10,2,M1,S2,M2,L2,B,0,11.21,0
P,4,10,2,M2,S5,M2,L1,B,0,1.00,1
F,3,4,2,H1,S2,M3,L2,D,0,12.45,0
