F1,F3,F4,F5,F8,F9,F10,F11,F12,F13,EXPOSURE
F,10,10,2,M2,S0,M2,L1,D,0,3.29
F,11,20,2,H1,S2,M3,L1,B,0,3.11
F,1,0,2,M1,S2,M2,L2,D,3,4.00
F,6,20,3,C,S3,M3,L1,B,0,1.00
F,1,6,3,H2,S1,M3,L2,D,0,5.00
F,12,10,2,M1,S1,M0,L2,D,0,7.73
F,8,4,2,H1,S1,M2,L2,D,1,3.41
F,12,2,2,M1,S2,M1,L3,D,0,2.00
F,2,20,2,C,S1,M0,L2,D,0,2.00
P,14,0,2,M1,S3,M1,L1,B,0,7.00
F,1,0,2,M2,S1,M3,L2,B,2,2.00
F,6,6,2,H1,S2,M2,L1,D,0,1.00
P,12,2,2,M1,S3,M1,L2,D,0,1.00
F,4,8,2,M1,S2,M0,L1,B,0,2.00
F,6,0,2,H2,S2,M3,L1,D,4,1.00
F,1,10,3,M2,S3,M2,L2,D,1,2.00
P,4,2,2,H1,S1,M2,L3,D,2,0.26
F,14,0,2,M1,S2,M2,L4,D,0,0.51
F,2,0,2,M2,S3,M2,L2,D,2,1.13
F,1,14,2,M1,S3,M0,L4,B,0,4.00
F,5,10,1,M1,S2,M1,L1,B,0,2.00
F,3,6,2,M1,S2,M1,L4,D,1,0.09
F,4,14,2,H1,S3,M3,L2,B,1,1.00
F,13,14,2,C,S0,M0,L2,D,0,2.00
F,4,10,2,M2,S1,M2,L3,B,0,2.00
F,5,0,2,M1,S3,M1,L1,D,1,1.00
P,3,10,2,H1,S5,M3,L2,B,0,1.00
F,14,10,2,M1,S3,M1,L3,D,0,1.37
F,1,4,2,M2,S1,M1,L2,D,3,2.00
F,6,2,2,M2,S3,M2,L2,D,1,1.00
F,2,10,1,M1,S2,M1,L1,B,0,1.00
F,8,10,2,H1,S1,M2,L3,D,0,3.00
F,7,2,2,M1,S1,M1,L1,B,1,2.00
F,6,6,2,H1,S2,M3,L2,D,0,3.19
F,14,0,2,M1,S3,M2,L1,B,1,1.00
F,10,0,2,H1,S2,M1,L2,E,1,1.00
F,11,6,2,M1,S1,M2,L1,B,1,1.00
F,11,6,2,M1,S2,M2,L2,D,0,3.86
F,13,4,2,M1,S0,M0,L2,D,0,3.00
F,1,10,1,H1,S3,M2,L1,B,0,1.85
P,13,0,2,M2,S5,M2,L2,D,2,2.00
F,11,6,2,H1,S1,M3,L3,D,0,2.89
F,1,6,2,H2,S1,M2,L4,D,0,1.00
P,1,2,2,M1,S5,M1,L2,B,2,1.00
F,6,6,2,H1,S1,M3,L1,D,1,1.00
F,12,6,2,M1,S1,M1,L2,B,1,1.00
F,1,10,2,C,S3,M2,L1,B,0,4.47
F,8,2,2,M1,S2,M1,L3,B,0,1.57
P,12,2,2,H1,S5,M3,L3,D,3,1.00
F,4,10,2,H2,S1,M2,L2,D,0,1.00
F,3,0,2,M1,S3,M2,L2,B,1,1.00
F,14,2,2,H1,S1,M3,L3,D,1,1.84
F,2,4,2,M2,S1,M2,L3,D,1,9.19
F,15,4,2,H1,S3,M3,L2,D,0,0.11
F,13,10,2,M1,S2,M1,L1,B,1,1.00
F,10,14,2,M1,S0,M1,L3,B,0,4.38
F,2,4,2,H1,S3,M2,L1,D,0,5.00
F,12,10,2,H1,S2,M3,L3,D,0,0.33
F,8,8,2,M1,S1,M1,L2,B,1,1.00
P,3,0,2,M1,S2,M2,L1,B,2,1.54
F,10,14,2,M2,S1,M3,L2,D,0,1.69
P,5,14,2,M1,S1,M0,L1,B,0,0.60
F,2,6,2,M1,S2,M1,L1,B,1,1.28
P,15,2,3,M2,S5,M2,L3,D,0,1.61
F,11,6,2,M1,S3,M2,L2,B,1,1.78
F,6,0,2,M2,S3,M2,L2,B,3,1.00
P,14,0,2,H2,S0,M3,L2,D,3,0.34
F,10,10,2,C,S1,M0,L4,B,0,1.00
F,7,8,2,M2,S1,M1,L1,D,1,0.77
F,12,20,1,C,S1,M1,L1,B,0,1.00
F,15,14,2,H1,S2,M2,L2,D,0,1.00
F,4,8,2,M2,S2,M1,L2,B,1,1.00
P,5,0,2,H2,S5,M3,L2,D,4,1.00
F,3,4,2,H1,S3,M2,L2,D,2,2.00
F,6,14,2,M2,S1,M1,L4,D,0,1.00
F,7,8,2,H2,S5,M3,L3,D,2,1.00
F,6,10,2,H2,S3,M3,L4,D,0,1.00
F,11,2,2,H1,S1,M2,L2,D,1,0.64
F,9,6,2,M2,S5,M1,L2,D,0,1.00
F,12,10,2,M1,S0,M2,L1,D,0,2.00
F,6,20,3,C,S2,M3,L1,B,0,1.00
F,1,2,2,H1,S1,M1,L2,E,1,1.00
F,1,2,3,H2,S1,M3,L1,D,3,1.00
F,1,4,2,H2,S3,M3,L1,D,3,2.00
F,14,14,2,H2,S2,M3,L3,D,0,1.00
P,1,6,2,H1,S5,M3,L1,D,0,1.00
P,5,4,2,M2,S1,M1,L3,D,0,1.00
F,10,10,2,C,S2,M1,L1,D,0,1.00
F,13,2,2,M2,S1,M2,L2,D,0,1.22
F,2,6,2,M2,S2,M3,L2,D,1,1.00
F,4,2,2,H1,S2,M3,L2,D,3,1.00
F,12,8,1,M1,S5,M0,L1,B,0,1.00
F,3,6,2,M2,S2,M1,L2,B,0,0.39
F,13,6,2,M2,S1,M1,L3,D,1,0.30
F,4,0,2,C,S2,M0,L1,B,0,1.00
F,14,8,3,M1,S2,M2,L2,D,0,1.00
P,1,2,3,M2,S5,M2,L3,D,0,1.86
F,3,14,2,H1,S1,M3,L1,D,1,1.00
P,1,2,3,H1,S5,M2,L1,D,4,1.00
P,10,4,2,H1,S5,M3,L2,D,0,1.93
F,11,2,2,H2,S1,M3,L4,D,0,1.00
P,11,14,2,M1,S5,M0,L2,B,0,1.00
F,11,4,2,M1,S2,M0,L1,B,0,1.00
F,9,20,3,C,S1,M1,L2,D,0,1.00
F,3,6,2,H2,S2,M3,L2,D,2,0.15
F,5,20,2,M2,S3,M2,L2,D,0,0.19
F,1,0,3,M1,S1,M1,L1,D,2,1.00
F,2,4,3,M2,S3,M2,L3,D,0,1.00
P,10,14,2,C,S5,M1,L2,B,0,1.00
F,11,2,2,M2,S0,M1,L3,B,0,0.67
F,8,4,2,M2,S3,M2,L2,D,3,0.32
F,1,2,3,M2,S1,M2,L1,D,1,1.00
F,8,2,2,M2,S3,M1,L2,D,2,1.00
F,14,20,3,C,S0,M0,L1,D,0,1.00
F,14,2,2,H1,S1,M3,L2,D,3,0.09
F,1,4,3,H1,S2,M3,L1,D,0,1.00
P,3,4,2,H1,S1,M2,L2,D,1,1.00
F,14,20,3,M2,S1,M1,L2,B,0,0.71
F,8,2,1,M1,S3,M0,L1,B,0,1.00
F,1,20,2,M1,S2,M0,L1,D,0,159.73
F,11,14,2,M1,S1,M1,L1,B,0,173.17
F,1,8,2,M2,S3,M2,L1,B,0,38.98
P,3,4,2,M1,S5,M1,L3,D,0,4.75
F,1,0,2,C,S2,M1,L2,B,0,22.00
F,12,14,2,M2,S1,M2,L2,B,0,7.00
F,1,6,3,M2,S3,M2,L2,D,0,14.46
F,1,8,2,M1,S3,M1,L2,D,1,2.77
F,10,10,2,M2,S0,M2,L2,D,0,18.90
F,13,0,2,M1,S2,M1,L2,B,0,14.21
F,10,20,2,M2,S2,M1,L1,D,0,6.00
P,3,0,2,M1,S1,M1,L1,B,4,0.47
F,13,6,2,M2,S0,M1,L2,D,0,2.69
F,15,14,2,C,S0,M0,L1,B,0,5.74
F,1,10,2,M2,S1,M1,L3,D,0,32.39
F,3,8,2,M2,S1,M2,L2,D,0,107.49
F,8,10,2,M1,S3,M1,L2,B,0,28.18
F,11,10,3,H1,S1,M2,L2,D,0,1.55
P,14,0,2,M1,S2,M1,L1,D,0,2.00
F,1,2,2,M2,S3,M1,L1,B,1,10.00
F,2,4,2,C,S3,M1,L1,B,0,6.00
F,1,4,2,H1,S3,M2,L2,D,0,42.13
F,7,4,2,H1,S1,M2,L2,D,1,5.00
F,7,2,2,M1,S1,M1,L3,D,0,16.88
P,1,4,2,M1,S1,M2,L2,D,0,7.98
F,14,14,2,M1,S2,M1,L3,D,0,4.09
F,1,14,2,M2,S1,M3,L2,B,0,16.77
F,9,14,2,M1,S2,M0,L1,D,0,12.30
F,3,0,2,M1,S1,M1,L2,B,1,10.95
F,4,10,2,M2,S2,M1,L2,D,0,58.20
P,8,6,2,M1,S1,M1,L2,B,0,8.14
F,4,14,2,M2,S3,M1,L2,B,0,1.71
F,1,14,1,H2,S2,M3,L2,B,0,1.00
F,12,20,2,C,S1,M1,L1,B,0,11.00
F,12,6,2,M2,S0,M1,L2,D,0,3.11
F,8,10,2,M2,S3,M2,L2,D,1,3.00
F,4,6,2,M1,S1,M0,L2,D,0,3.00
F,3,2,2,M2,S1,M1,L3,D,0,5.80
F,1,2,2,M2,S5,M2,L2,D,3,3.00
P,13,2,2,M1,S5,M0,L1,B,0,1.00
F,14,8,2,M2,S3,M3,L2,D,0,0.25
F,2,10,3,H2,S1,M3,L3,D,1,1.00
F,1,6,2,M2,S2,M1,L2,B,0,20.85
P,5,2,3,M2,S5,M1,L2,D,0,1.00
F,1,6,2,M2,S3,M2,L1,B,3,1.00
P,6,0,2,M2,S5,M3,L2,D,2,1.00
F,1,14,2,M1,S2,M2,L1,D,1,3.00
F,14,20,2,M2,S0,M2,L1,B,0,0.92
P,14,8,2,M1,S1,M1,L2,B,0,7.25
F,15,14,2,M1,S1,M1,L4,D,0,2.00
P,2,0,3,H1,S5,M2,L1,D,1,1.00
P,8,2,2,M1,S5,M2,L2,D,0,1.82
F,10,14,2,C,S0,M1,L3,B,0,1.63
F,1,8,2,M2,S1,M3,L2,D,1,3.00
F,2,0,2,M2,S1,M2,L1,D,4,2.90
F,1,8,3,M1,S3,M1,L2,D,0,4.49
F,12,2,2,M2,S1,M3,L3,D,1,1.00
F,2,14,2,H1,S2,M3,L2,D,0,4.00
F,12,8,2,M2,S0,M2,L2,B,0,1.00
P,14,0,2,M1,S1,M2,L1,B,1,3.00
F,7,10,2,M1,S1,M0,L2,B,0,13.05
F,1,2,2,M2,S2,M1,L2,D,4,3.31
F,6,0,2,M2,S2,M1,L1,D,2,3.00
F,1,10,1,M1,S2,M1,L2,B,0,4.93
F,4,10,2,H2,S2,M3,L1,D,0,5.00
F,14,20,3,C,S1,M2,L1,B,0,2.31
F,3,20,3,M1,S3,M0,L2,D,0,2.00
F,3,10,3,M2,S5,M2,L1,D,0,1.00
F,8,0,3,M2,S1,M2,L1,B,1,1.00
F,6,14,2,C,S2,M0,L3,E,0,1.00
F,1,0,3,M1,S5,M1,L1,D,0,1.00
F,13,8,2,M2,S1,M2,L2,D,1,1.00
F,14,14,2,M2,S3,M2,L1,D,0,0.11
F,9,6,2,H1,S2,M1,L2,D,1,1.00
F,5,4,2,M2,S3,M2,L2,B,0,0.83
F,1,4,3,H1,S1,M2,L3,D,1,0.71
F,11,4,2,M1,S2,M1,L4,D,0,1.00
F,11,20,2,M1,S3,M0,L1,B,0,4.00
F,6,20,2,M1,S1,M1,L4,B,0,0.32
F,11,6,2,M1,S2,M1,L4,D,0,1.58
F,15,4,2,M1,S1,M1,L1,B,0,1.94
F,10,4,2,M2,S1,M2,L3,D,2,2.38
P,6,6,2,M1,S1,M2,L2,B,0,1.00
F,1,4,2,H2,S1,M3,L4,D,3,1.00
F,1,10,2,M2,S1,M2,L1,B,1,3.03
F,3,20,1,H2,S2,M2,L2,B,0,1.00
F,14,4,2,H1,S2,M2,L1,D,1,0.12
F,13,2,2,M2,S1,M1,L2,D,1,1.00
F,7,2,2,C,S3,M1,L1,B,0,1.00
P,1,6,2,C,S5,M0,L1,B,0,1.00
F,10,8,2,M1,S0,M1,L3,D,0,2.00
F,3,0,2,M2,S3,M1,L1,D,0,3.40
P,10,8,3,M2,S5,M1,L2,D,0,2.00
F,1,6,3,M2,S2,M1,L4,D,0,2.00
F,1,8,2,M2,S5,M3,L2,D,0,1.00
F,11,6,2,M2,S1,M2,L4,B,0,1.00
F,1,2,3,M2,S2,M1,L2,D,1,2.00
F,14,4,2,H2,S2,M3,L2,D,0,1.50
F,4,10,2,M2,S3,M2,L2,B,1,0.37
F,12,2,2,H1,S1,M3,L3,D,1,1.00
F,3,10,2,M2,S0,M1,L2,D,0,0.83
F,13,4,2,H1,S0,M2,L3,D,1,0.65
P,3,10,2,M1,S2,M1,L3,B,0,1.00
F,13,14,2,M1,S3,M2,L2,B,1,1.00
F,1,0,3,M1,S1,M2,L1,B,3,2.00
F,6,6,2,C,S1,M1,L3,B,0,1.00
F,5,0,2,M2,S1,M1,L1,D,0,4.00
F,4,0,2,H2,S2,M3,L3,D,1,1.00
F,4,4,2,M1,S1,M1,L4,B,0,3.00
F,4,4,2,M1,S3,M1,L3,D,0,2.80
F,6,8,2,H1,S2,M3,L2,D,1,1.00
F,13,6,2,H2,S1,M3,L2,D,2,1.00
P,8,0,3,H2,S5,M2,L1,D,0,1.00
F,7,6,3,H1,S5,M2,L2,D,0,1.00
F,15,8,2,M1,S1,M1,L1,B,0,3.00
P,14,8,2,M2,S5,M2,L1,D,0,1.00
F,12,6,2,M2,S0,M3,L2,B,0,0.12
F,2,2,2,H2,S5,M3,L3,D,1,1.00
F,1,6,2,M1,S2,M2,L3,D,1,1.00
F,3,20,2,M1,S2,M0,L4,D,0,0.62
F,4,20,2,M2,S2,M0,L1,D,0,1.00
F,14,20,2,M2,S5,M1,L1,B,0,0.09
F,2,20,2,M2,S2,M2,L1,D,0,1.49
F,2,6,2,H2,S1,M2,L3,D,1,1.00
P,14,10,2,C,S1,M1,L1,B,0,1.00
F,10,8,2,M1,S3,M2,L2,D,0,2.00
F,13,2,2,C,S3,M1,L2,B,0,0.48
F,11,20,3,M2,S2,M3,L2,B,0,0.16
F,14,0,2,M1,S3,M1,L1,B,2,1.00
F,9,2,2,M1,S0,M2,L2,B,1,0.78
F,3,8,2,C,S1,M0,L1,D,0,1.00
P,10,2,2,H1,S5,M2,L2,D,3,1.00
F,1,4,2,M2,S3,M2,L2,B,2,0.38
F,11,0,2,M1,S2,M1,L2,D,3,1.00
P,3,0,2,M2,S1,M3,L2,D,1,1.00
F,1,8,2,M1,S2,M0,L3,B,0,1.00
F,5,14,3,M2,S2,M2,L1,D,0,1.00
P,2,0,2,M1,S5,M2,L1,D,1,1.00
F,1,14,3,C,S3,M0,L2,B,0,0.91
F,8,2,2,M2,S1,M1,L1,B,0,1.00
F,1,8,2,M1,S2,M1,L2,B,0,2884.24
F,1,4,2,M1,S2,M1,L1,D,0,298.06
F,1,10,2,H2,S2,M3,L1,B,0,13.56
F,10,4,2,M1,S2,M1,L2,B,0,33.24
F,1,8,2,M2,S2,M2,L3,D,0,117.60
F,10,10,2,M1,S1,M1,L2,D,0,225.40
F,6,10,2,M1,S1,M1,L4,D,0,4.53
P,12,2,2,M1,S5,M1,L2,B,0,12.67
F,4,4,2,M1,S2,M2,L1,B,0,6.00
P,1,8,2,M1,S2,M1,L1,B,0,12.14
F,8,14,3,M1,S1,M1,L2,D,0,3.84
F,1,6,2,M1,S3,M2,L1,B,0,103.34
F,10,4,2,M1,S3,M1,L1,B,0,20.00
F,5,14,2,M1,S3,M1,L1,B,0,105.60
F,11,20,2,M2,S3,M1,L1,B,0,1.00
F,1,20,3,C,S2,M0,L1,D,0,6.16
F,4,2,2,M1,S2,M1,L1,B,0,38.55
F,5,6,2,M1,S1,M1,L4,D,0,3.77
F,14,14,2,C,S0,M1,L1,B,0,20.07
F,6,8,3,H1,S1,M2,L2,D,0,2.00
F,7,20,2,H1,S3,M2,L1,D,0,1.00
F,2,2,2,H1,S1,M2,L2,D,2,3.50
F,1,0,2,H1,S1,M2,L3,D,1,3.79
F,10,6,2,H1,S1,M2,L1,E,0,1.00
F,3,4,2,M1,S2,M1,L3,B,0,7.12
P,1,4,2,H1,S5,M2,L2,E,0,1.00
F,9,2,2,M1,S0,M1,L2,B,0,6.00
P,3,0,2,M1,S2,M2,L1,B,0,9.00
P,4,0,2,M2,S2,M2,L1,B,4,1.00
F,1,10,2,H2,S3,M2,L2,D,0,6.42
F,15,10,2,M1,S1,M2,L2,D,0,5.13
F,3,6,2,H1,S1,M2,L1,D,0,3.00
F,7,2,2,H2,S3,M3,L2,D,3,1.00
P,14,10,3,M1,S5,M2,L2,D,0,1.36
F,6,2,2,M1,S2,M2,L1,B,2,1.00
F,12,20,2,C,S2,M1,L1,D,0,8.73
P,2,2,2,H2,S3,M3,L2,D,1,1.00
F,2,8,1,M1,S2,M1,L1,D,0,1.00
F,1,10,3,M1,S3,M1,L3,D,0,2.00
F,2,2,3,H1,S5,M2,L2,D,1,1.00
F,14,14,2,M1,S1,M2,L1,D,0,1.99
F,5,6,2,M1,S3,M1,L3,B,0,1.35
P,1,0,2,M1,S2,M0,L1,B,0,5.00
F,9,10,2,H1,S1,M3,L2,D,1,0.15
P,3,10,2,M2,S1,M1,L2,D,0,2.00
F,1,8,2,M2,S3,M1,L1,E,0,4.00
P,1,2,2,M2,S1,M2,L3,D,0,4.21
F,10,8,2,M1,S3,M0,L3,D,0,1.00
F,1,8,2,H2,S1,M3,L2,E,0,2.00
F,2,4,2,H2,S1,M3,L2,D,3,4.00
F,1,20,2,H1,S2,M2,L2,D,0,4.94
F,1,6,2,M1,S1,M2,L2,D,1,1.00
F,9,6,2,M2,S3,M1,L2,B,0,1.00
F,13,8,2,M1,S1,M2,L2,D,0,3.30
F,1,0,2,M1,S2,M1,L4,B,0,8.63
F,10,4,2,M1,S0,M2,L2,D,0,3.06
F,7,2,2,M2,S1,M1,L2,D,3,3.00
F,2,20,3,M2,S2,M1,L2,D,0,2.52
F,13,10,2,M1,S1,M3,L1,B,0,0.59
P,3,6,2,H2,S1,M2,L2,D,1,0.18
F,9,8,2,M2,S5,M2,L2,D,0,1.00
F,3,2,2,H1,S1,M3,L3,D,1,1.00
F,8,2,2,H1,S1,M3,L3,D,5,0.36
P,6,0,2,M1,S2,M1,L2,B,3,1.00
P,13,6,2,M1,S5,M1,L2,B,0,3.69
F,3,20,2,M1,S2,M1,L1,D,0,10.36
F,12,4,2,M1,S1,M1,L4,B,2,1.00
F,10,4,2,M1,S0,M1,L4,D,0,1.00
F,14,8,2,M2,S1,M3,L2,B,0,2.56
F,10,0,2,H1,S3,M1,L1,D,1,1.00
F,14,2,2,M2,S0,M1,L2,D,1,1.62
F,6,0,2,M2,S2,M1,L2,D,3,1.00
F,5,0,2,H2,S2,M3,L2,B,2,1.00
F,11,4,2,M2,S0,M2,L3,D,2,2.00
F,11,4,2,M1,S3,M1,L2,B,0,5.98
F,3,2,2,M2,S3,M2,L2,B,3,1.20
F,7,6,2,M1,S0,M2,L2,B,0,1.00
P,6,0,2,M1,S2,M1,L2,B,1,2.00
F,12,10,2,H2,S1,M3,L2,D,0,2.00
F,12,10,2,M2,S2,M3,L2,B,0,0.57
P,14,0,3,M2,S1,M2,L1,B,1,1.00
P,2,10,2,M2,S1,M1,L2,D,0,1.00
P,3,8,2,M1,S3,M0,L1,B,0,1.00
F,1,0,2,H2,S3,M3,L1,B,1,1.00
F,14,6,2,C,S2,M0,L2,B,0,0.55
F,5,0,2,M2,S1,M2,L2,D,3,3.00
F,9,0,2,H1,S1,M3,L1,B,2,1.00
F,9,10,2,M1,S0,M1,L3,D,0,1.00
F,5,10,2,C,S1,M1,L3,B,0,1.00
F,12,20,1,C,S2,M2,L1,B,0,1.00
F,11,14,1,M1,S1,M0,L2,D,0,0.37
F,7,10,3,H2,S3,M3,L2,B,0,1.00
F,3,6,2,M1,S3,M2,L2,B,1,2.00
F,5,10,2,C,S2,M0,L1,D,0,1.00
F,11,10,1,M1,S1,M2,L1,B,0,0.75
F,3,4,2,H1,S2,M1,L2,E,0,1.00
P,11,2,2,M1,S1,M1,L2,B,1,1.00
F,3,6,2,H1,S1,M3,L2,B,1,0.49
P,9,0,2,H1,S1,M2,L1,D,5,1.00
F,10,20,2,C,S0,M0,L3,D,0,1.00
F,14,4,2,M2,S1,M3,L2,D,0,0.72
F,14,0,2,M1,S3,M2,L1,B,3,1.00
F,8,8,2,H2,S2,M3,L3,B,0,1.00
F,11,0,2,M1,S3,M2,L1,B,3,1.00
F,8,14,2,C,S2,M0,L4,B,0,1.00
F,8,2,2,H1,S1,M3,L1,D,1,1.00
F,13,8,2,C,S2,M0,L4,B,0,1.00
F,12,20,3,M1,S1,M1,L2,B,0,1.00
P,3,14,3,M2,S5,M2,L3,D,0,1.00
F,7,20,2,M1,S1,M1,L4,B,0,2.00
F,2,0,2,H1,S1,M3,L1,B,4,1.00
F,2,6,3,M2,S3,M2,L4,B,0,1.00
F,11,2,3,M2,S5,M2,L2,D,0,1.00
P,10,0,2,H1,S5,M2,L1,D,1,1.00
F,4,8,2,M1,S1,M2,L3,B,0,2.00
P,9,8,2,M1,S1,M1,L1,B,0,1.00
F,8,0,2,M2,S2,M1,L1,D,3,1.00
F,1,14,2,H1,S1,M1,L4,D,0,1.00
F,13,2,2,M1,S0,M2,L2,D,0,1.00
F,1,4,2,M2,S3,M3,L3,B,0,1.00
F,6,2,2,M2,S3,M3,L2,B,0,1.00
F,2,14,2,H2,S1,M3,L2,B,0,1.37
P,11,4,2,M2,S2,M2,L2,D,0,1.00
F,2,2,2,C,S1,M0,L2,B,0,1.00
F,9,4,2,C,S2,M1,L1,B,0,1.00
F,11,10,2,H1,S1,M2,L3,D,1,0.60
P,4,8,2,H2,S5,M3,L2,D,1,1.00
P,13,8,2,H2,S5,M3,L2,D,0,1.00
F,5,4,2,M2,S3,M2,L2,B,3,0.87
P,8,4,2,M2,S5,M1,L3,D,0,1.00
F,8,0,3,H1,S1,M2,L1,D,2,1.00
F,10,2,2,M1,S2,M1,L1,B,2,1.00
F,10,14,2,C,S1,M1,L4,B,0,1.00
F,11,20,2,M2,S0,M2,L1,B,0,0.39
F,11,2,2,M1,S3,M2,L1,D,0,1.00
F,4,6,2,H2,S3,M3,L2,E,0,1.00
P,5,0,2,M2,S5,M2,L1,D,2,1.00
F,12,14,2,C,S1,M1,L4,B,0,1.00
P,3,4,2,H1,S2,M2,L2,D,1,1.00
F,1,2,2,M1,S2,M2,L2,D,0,97.78
P,1,6,2,H1,S5,M3,L2,D,0,12.17
F,11,10,2,M1,S0,M1,L1,B,0,67.98
F,1,8,3,M1,S2,M2,L4,D,0,1.00
F,12,10,2,M1,S1,M1,L2,D,0,112.75
P,5,10,1,M1,S5,M1,L1,B,0,1.00
F,13,6,2,M2,S1,M3,L2,B,1,1.00
P,13,2,3,M2,S5,M1,L2,D,0,2.00
F,1,0,2,H2,S2,M3,L2,D,4,14.00
F,2,6,3,M1,S1,M1,L2,D,0,6.00
F,12,2,2,M1,S2,M2,L2,B,0,5.00
F,9,14,2,M2,S0,M2,L2,D,0,7.36
P,6,2,3,M1,S5,M2,L3,B,0,1.00
F,2,0,2,M2,S2,M1,L2,B,1,2.00
P,2,0,2,M1,S2,M2,L1,B,0,10.78
F,3,0,2,M2,S2,M1,L1,D,2,3.39
F,6,2,3,M2,S2,M2,L3,D,0,1.00
F,11,14,2,M1,S3,M0,L1,B,0,5.75
F,3,6,2,M2,S1,M2,L2,D,3,3.32
F,5,8,3,M1,S1,M1,L2,D,0,3.58
P,10,6,3,M1,S5,M1,L1,D,0,1.00
F,1,4,3,H2,S2,M3,L2,D,1,2.00
F,2,10,2,H1,S1,M3,L2,D,2,1.00
F,5,0,2,H1,S2,M3,L2,D,1,2.00
F,1,2,2,H2,S3,M3,L3,D,1,1.72
F,7,10,3,H1,S2,M3,L2,B,0,1.00
F,4,20,3,M2,S1,M1,L2,D,0,1.55
F,11,0,2,M1,S2,M2,L1,D,0,1.00
F,13,0,2,H1,S1,M3,L3,D,0,1.00
P,14,10,2,M2,S2,M1,L2,D,1,1.00
F,12,10,2,M2,S0,M1,L2,B,1,1.82
F,1,2,2,M2,S1,M1,L2,B,2,3.98
P,2,0,2,M1,S3,M2,L2,B,0,1.33
F,14,14,3,M1,S2,M1,L2,B,0,0.16
F,3,14,2,M2,S1,M2,L3,D,0,2.00
F,5,2,2,H1,S2,M2,L1,D,1,1.00
F,7,2,2,M2,S1,M2,L3,D,1,7.11
F,6,20,3,C,S1,M0,L1,D,0,1.00
P,14,8,2,M1,S2,M1,L2,B,0,2.00
F,9,20,2,C,S3,M1,L1,B,0,8.00
P,1,8,2,M1,S5,M0,L3,B,0,0.64
F,14,0,2,M1,S1,M2,L1,D,0,5.71
P,1,10,2,M2,S2,M2,L1,D,0,3.00
F,2,0,2,M2,S2,M2,L2,E,0,2.00
F,2,20,1,M1,S2,M1,L1,B,0,2.15
F,4,14,2,M1,S3,M0,L2,D,0,13.04
F,10,14,2,C,S1,M0,L2,E,0,1.00
F,3,2,2,M1,S2,M1,L4,D,0,2.00
F,8,10,2,M1,S2,M2,L1,D,0,4.80
F,1,4,2,H1,S1,M2,L3,D,5,1.00
F,3,6,2,M2,S1,M3,L2,D,0,5.25
F,13,10,3,H1,S2,M3,L2,D,0,0.41
F,4,6,2,H1,S2,M3,L3,D,0,1.00
F,5,2,2,M1,S3,M1,L2,B,2,1.00
F,14,4,2,M1,S1,M1,L2,B,1,4.57
P,2,2,2,M1,S2,M1,L2,B,1,3.00
F,14,20,3,M2,S2,M3,L1,D,0,1.00
F,5,10,2,M2,S1,M3,L2,D,1,1.00
P,2,0,2,M1,S1,M1,L2,D,1,2.00
F,2,2,2,H1,S1,M3,L2,D,4,2.00
F,1,0,2,H1,S2,M2,L1,E,4,5.00
F,10,10,2,M1,S1,M2,L2,D,1,1.00
F,15,14,2,M1,S3,M1,L1,B,0,5.00
P,9,6,2,M1,S2,M1,L2,B,0,1.43
F,4,14,2,M2,S2,M2,L2,D,1,3.96
F,9,2,2,M1,S3,M1,L2,D,2,1.00
F,4,4,2,M1,S2,M1,L2,B,2,1.00
P,5,0,2,M1,S3,M1,L2,B,0,2.00
F,1,4,3,M2,S3,M1,L2,D,0,8.00
F,11,6,2,H1,S1,M3,L2,D,1,4.00
F,9,6,1,M1,S2,M0,L2,D,0,1.00
F,4,0,2,M2,S2,M1,L3,D,1,1.00
F,6,4,2,M2,S3,M2,L2,B,0,3.00
F,14,2,2,H1,S2,M3,L2,D,1,0.91
P,12,6,2,M1,S5,M2,L2,D,0,2.83
F,6,2,2,H1,S1,M2,L2,D,1,1.00
P,1,4,2,M1,S1,M1,L1,D,0,1.00
F,7,8,2,M2,S1,M3,L2,B,1,1.50
F,2,8,3,M2,S2,M2,L1,D,0,2.10
F,4,4,2,H2,S2,M3,L3,D,4,0.58
F,3,2,2,H2,S2,M3,L2,D,0,2.50
F,1,0,2,M2,S5,M2,L1,D,0,3.00
F,6,4,2,H2,S1,M3,L1,D,2,1.00
P,2,0,2,M2,S5,M1,L1,D,5,1.00
F,2,14,2,M2,S2,M2,L1,D,1,2.00
F,3,10,2,H1,S2,M2,L4,D,0,2.00
F,1,6,2,M2,S1,M1,L1,D,1,7.00
F,5,2,2,M1,S1,M2,L2,D,1,1.68
F,10,4,2,M1,S3,M1,L1,D,0,1.00
F,2,0,2,M2,S3,M2,L1,B,4,3.00
P,1,0,2,M1,S1,M2,L1,D,3,1.00
F,12,10,3,M2,S0,M2,L3,D,0,1.00
F,3,0,2,M2,S3,M2,L1,B,0,2.00
F,8,4,2,M2,S1,M3,L2,D,0,1.00
F,5,4,2,H1,S1,M2,L3,D,2,1.78
F,10,20,2,M1,S0,M0,L1,B,0,2.00
P,11,8,2,H1,S5,M3,L4,D,1,0.87
F,10,6,3,M2,S2,M1,L1,D,0,1.00
F,3,10,2,H2,S2,M3,L1,D,1,0.29
F,4,2,2,H1,S2,M2,L3,D,1,1.44
F,3,0,2,H2,S3,M3,L2,D,3,0.38
P,10,2,2,C,S5,M1,L2,B,0,1.00
